threshold_mm,hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,accuracy
0.1,38103,344,194096,176537,0.9910526178895622,0.8359036860623862,0.16385356686720307,6.039456914713762,0.5246895472768163
5.0,14359,814,150329,243578,0.9463520727608251,0.912810890896726,0.08676028084252758,10.854017003888487,0.6305294807861543
10.0,8178,731,130217,269954,0.9179481423279829,0.9409082698074352,0.05878124865230079,15.53429116623639,0.67989635279163
25.0,2477,401,90476,315726,0.8606671299513551,0.9733521241917958,0.026533410459112627,32.29777623349548,0.777850298230175
