YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS10M
2021,1,1,0,16.12,88.75666666666666,0.0,1.0466666666666666
2021,1,1,3,22.38,64.47666666666667,0.0,1.1333333333333335
2021,1,1,6,23.786666666666665,62.076666666666675,0.0,1.8433333333333335
2021,1,1,9,21.973333333333333,70.71,0.0,1.75
2021,1,1,12,19.19666666666667,76.72333333333334,0.0,2.0366666666666666
2021,1,1,15,17.366666666666667,86.18333333333334,0.0,2.07
2021,1,1,18,15.273333333333333,97.77,0.0,2.3333333333333335
2021,1,1,21,14.493333333333334,99.78333333333335,0.0,1.9866666666666666
2021,1,2,0,16.083333333333332,92.29666666666667,0.0,1.2
2021,1,2,3,22.183333333333334,63.843333333333334,0.0,0.6966666666666667
2021,1,2,6,23.386666666666667,61.00333333333333,0.0,2.026666666666667
2021,1,2,9,21.430000000000003,72.10333333333334,0.0,2.0833333333333335
2021,1,2,12,18.599999999999998,81.62,0.0,2.296666666666667
2021,1,2,15,17.39,87.40333333333335,0.0,1.7366666666666666
2021,1,2,18,15.896666666666667,94.44,0.0,1.1933333333333334
2021,1,2,21,14.776666666666666,98.67333333333333,0.0,1.22
2021,1,3,0,15.773333333333333,92.55666666666667,0.0,1.1866666666666668
2021,1,3,3,21.856666666666666,66.98333333333333,0.0,0.7400000000000001
2021,1,3,6,23.866666666666664,60.21,0.0,1.0366666666666668
2021,1,3,9,22.81,65.81,0.0,1.2833333333333334
2021,1,3,12,20.063333333333333,70.18666666666667,0.0,1.6500000000000001
2021,1,3,15,18.043333333333333,78.00666666666667,0.0,1.79
2021,1,3,18,16.2,86.10000000000001,0.0,1.91
2021,1,3,21,15.35,89.09333333333332,0.0,1.7966666666666666
2021,1,4,0,16.76,84.09333333333333,0.0,1.24
2021,1,4,3,22.616666666666664,65.20666666666666,0.0,0.9366666666666666
2021,1,4,6,24.793333333333333,60.68666666666667,0.0,1.2366666666666666
2021,1,4,9,23.320000000000004,66.79,0.0,1.1900000000000002
2021,1,4,12,20.12333333333333,75.34666666666666,0.0,1.7400000000000002
2021,1,4,15,18.166666666666668,83.83,0.0,1.6533333333333333
2021,1,4,18,16.203333333333333,93.26666666666667,0.0,2.0733333333333337
