ESTACION,ANO,MES,DIA,HORA,MINUTO,PARTE
41850,2024,01,12,00,00,AAXX 12004 41850 31430 82002 10123 20120 30062 40166 70522 8352/ 333 56999 59005 70000 83617 88458=
41850,2024,01,12,06,00,AAXX 12064 41850 31435 82202 10134 20110 30076 40180 70522 8352/ 333 56999 58005 70000 83617 88458=
41850,2024,01,12,12,00,AAXX 12124 41850 31925 00000 10140 20120 30050 40153 71020 333 10185 59007 70000=
41850,2024,01,12,18,00,AAXX 12184 41850 31/06 90000 10098 20098 30058 40163 74540 89/// 333 56999 59013 70000=
41850,2024,01,12,21,00,AAXX 12214 41850 31/03 90000 10105 20105 30057 40162 74744 89/// 333 56999 59005 70000=
41850,2024,01,13,06,00,AAXX 13064 41850 31915 02403 10131 20120 30075 40179 71040 333 59001 70000=
41850,2024,01,13,12,00,AAXX 13124 41850 31930 00000 10138 20120 30047 40150 70500 333 10181 59003 70000=
41850,2024,01,13,18,00,AAXX 13184 41850 31904 90000 10107 20107 30058 40162 74744 333 58000 70000=
41850,2024,01,14,00,00,AAXX 14004 41850 31/02 90000 10098 20098 30054 40159 74744 89/// 333 56999 59003 70000=
41850,2024,01,14,06,00,AAXX 14064 41850 31940 00000 10181 20130 30060 40162 70540 333 59015 70000=
41850,2024,01,14,12,00,AAXX 14124 41850 31940 02003 10170 20140 30043 40145 70500 333 59004 70000=
41850,2024,01,14,18,00,AAXX 14184 41850 31/05 90000 10120 20120 30056 40160 74340 89/// 333 56999 59002 70000=
41850,2024,01,15,00,00,AAXX 15004 41850 31/01 90000 10110 20110 30050 40155 74744 89/// 333 56999 59004 70000=
41850,2024,01,15,06,00,AAXX 15064 41850 31940 00000 10187 20120 30058 40160 70540 333 59002 70000=
41850,2024,01,15,12,00,AAXX 15124 41850 31950 00000 10157 20130 30033 40136 70500 333 10228 59010 70000=
41850,2024,01,15,18,00,AAXX 15184 41850 31935 00502 10119 20110 30051 40155 70500 333 59007 70000=
41850,2024,01,16,00,00,AAXX 16004 41850 31915 00000 10111 20110 30049 40154 71000 333 59001 70000=
41850,2024,01,16,03,00,AAXX 16034 41850 31925 00000 10124 20110 30062 40166 71000 333 58004 70000=
41850,2024,01,16,12,00,AAXX 16124 41850 31930 00000 10125 20110 30045 40140 70540 333 10139 58012 70000=
41850,2024,01,16,18,00,AAXX 16184 41850 31925 00000 10118 20118 30066 40170 71000 333 58015 70000=
41850,2024,01,17,00,00,AAXX 17004 41850 31930 00000 10119 20110 30048 40152 70500 333 59001 70000=
41850,2024,01,17,06,00,AAXX 17064 41850 31950 00000 10139 20120 30067 40170 70500 333 58005 70000=
41850,2024,01,17,12,00,AAXX 17124 41850 31940 00000 10137 20120 30044 40147 70500 333 10162 58001 70000=
41850,2024,01,17,18,00,AAXX 17184 41850 NIL=
41850,2024,01,18,00,00,AAXX 18004 41850 31930 80000 10122 20120 30060 40164 70500 333 58012 70000=
41850,2024,01,18,06,00,AAXX 18064 41850 31950 00903 10158 20120 30066 40169 333 59001 70000=
41850,2024,01,18,12,00,AAXX 18124 41850 31950 00000 10145 20130 30045 40148 70500 333 10212 58001 70000=
41850,2024,01,18,18,00,AAXX 18184 41850 NIL=
41851,2024,01,12,00,00,AAXX 12004 41851 31/08 90000 10126 20120 30100 40166 74322 89/// 333 56999 59008 70000=
41851,2024,01,12,06,00,AAXX 12064 41851 31/09 90000 10140 20120 30117 40183 74542 89/// 333 56999 59002 70000=
41851,2024,01,12,12,00,AAXX 12124 41851 31420 80000 10143 20120 30089 40155 71022 8352/ 333 10157 56999 59004 70000 83618 88458=
41851,2024,01,12,18,00,AAXX 12184 41851 31/02 90000 10102 20100 30097 40164 74642 89/// 333 56999 59013 70000=
41851,2024,01,12,21,00,AAXX 12214 41851 NIL=
41851,2024,01,13,00,00,AAXX 13004 41851 31/01 90000 10103 20100 30096 40163 74544 89/// 333 56999 59004 70000=
41851,2024,01,13,06,00,AAXX 13064 41851 31/04 90000 10120 20120 30115 40182 74544 89/// 333 56999 59002 70000=
41851,2024,01,13,12,00,AAXX 13124 41851 31910 00000 10134 20120 30087 40153 333 10145 59002 70000=
41851,2024,01,13,18,00,AAXX 13184 41851 31/01 90000 10117 20117 30097 40164 74544 89/// 333 56999 58000 70000=
41851,2024,01,14,00,00,AAXX 14004 41851 31/01 90000 10102 20100 30093 40160 74544 89/// 333 56999 59003 70000=
41851,2024,01,14,06,00,AAXX 14064 41851 31910 00000 10138 20130 30103 40170 71044 333 59012 70000=
41851,2024,01,14,12,00,AAXX 14124 41851 31410 81802 10148 20130 30083 40149 71044 8352/ 333 10170 56999 59004 70000 83618 88458=
41851,2024,01,14,18,00,AAXX 14184 41851 31/01 90000 10118 20110 30095 40162 74544 89/// 333 56999 59002 70000=
41851,2024,01,15,00,00,AAXX 15004 41851 31/01 90000 10120 20120 30085 40154 74544 89/// 333 56999 59006 70000=
41851,2024,01,15,06,00,AAXX 15064 41851 31410 80000 10150 20130 30099 40165 71044 8352/ 333 56999 59004 70000 83618 88458=
41851,2024,01,15,12,00,AAXX 15124 41851 31415 80000 10148 20140 30075 40141 71044 8352/ 333 10176 56999 59008 70000 83618 88458=
41851,2024,01,15,18,00,AAXX 15184 41851 31410 80000 10128 20120 30090 40156 71044 8352/ 333 56999 59005 70000 83618 88458=
41851,2024,01,16,00,00,AAXX 16004 41851 31/02 90000 10120 20120 30084 40151 74544 89/// 333 56999 59003 70000=
41851,2024,01,16,03,00,AAXX 16034 41851 32096 00000 10176 20114 40139 333 20094 58000 555 10000=
41851,2024,01,16,06,00,AAXX 16064 41851 31415 82702 10130 20110 30107 40173 71044 8352/ 333 56999 58008 70000 83618 88458=
41851,2024,01,16,12,00,AAXX 16124 41851 31415 80000 10133 20110 30083 40151 71044 8352/ 333 10145 56999 58008 70000 83618 88458=
41851,2024,01,16,18,00,AAXX 16184 41851 31930 00000 10124 20110 30097 40164 70542 333 58007 70000=
41851,2024,01,17,00,00,AAXX 17004 41851 31910 00000 10115 20110 30090 40157 71040 333 58006 70000=
41851,2024,01,17,06,00,AAXX 17064 41851 31440 80000 10135 20110 30108 40174 70540 8352/ 333 56999 58001 70000 83618 88458=
41851,2024,01,17,12,00,AAXX 17124 41851 31430 40000 10140 20120 30082 40148 70522 82501 333 10168 56909 59001 70000 82618 83080=
41851,2024,01,17,18,00,AAXX 17184 41851 31/01 90000 10088 20080 30104 40171 74544 89/// 333 56999 58007 70000=
41851,2024,01,18,00,00,AAXX 18004 41851 31/01 90000 10094 20080 30097 40164 74544 89/// 333 56999 58007 70000=
41851,2024,01,18,06,00,AAXX 18064 41851 31430 30902 10170 20130 30109 40175 70544 83500 333 56900 58001 70000 83618=
41851,2024,01,18,12,00,AAXX 18124 41851 31930 00000 10175 20140 30080 40145 70510 333 10215 59002 70000=
41851,2024,01,18,18,00,AAXX 18184 41851 31930 02802 10130 20130 30107 40173 70500 333 58003 70000=
41856,2024,01,12,00,00,AAXX 12004 41856 31420 80000 10140 20120 30125 40162 70522 8542/ 333 59006 70000 84616 84458=
41856,2024,01,12,06,00,AAXX 12064 41856 31440 80000 10162 20130 30140 40177 70522 8542/ 333 59005 70000 84616 84458=
41856,2024,01,12,12,00,AAXX 12124 41856 31430 82701 10151 20130 30114 40151 70522 8542/ 333 10163 59007 70000 84616 84458=
41856,2024,01,12,18,00,AAXX 12184 41856 31430 80000 10140 20130 30133 40171 70522 8542/ 333 59007 70000 84616 84458=
41856,2024,01,12,21,00,AAXX 12214 41856 31415 80000 10112 20112 30120 40158 71022 8542/ 333 59005 70000 84616 84458=
41856,2024,01,13,06,00,AAXX 13064 41856 31430 80701 10140 20120 30137 40175 70522 8542/ 333 59003 70000 84616 84458=
41856,2024,01,13,12,00,AAXX 13124 41856 31425 82502 10138 20130 30113 40150 71022 8442/ 333 10158 56999 59001 70000 83618 88458=
41856,2024,01,13,18,00,AAXX 13184 41856 31/08 90402 10125 20125 30128 40165 74542 89/// 333 59005 70000=
41856,2024,01,14,00,00,AAXX 14004 41856 31/06 90000 10127 20127 30115 40152 74544 89/// 333 59005 70000=
41856,2024,01,14,06,00,AAXX 14064 41856 31440 80000 10164 20130 30126 40163 70544 8442/ 333 56999 59011 70000 83618 88458=
41856,2024,01,14,12,00,AAXX 14124 41856 31930 02301 10152 20140 30107 40144 70500 333 10212 59006 70000=
