ESTACION,ANO,MES,DIA,HORA,MINUTO,PARTE
41850,2023,05,05,00,00,AAXX 05004 41850 31930 80000 10200 20200 39971 40072 70522 8252/ 333 56999 59018 70200 82618 88458=
41850,2023,05,05,06,00,AAXX 05064 41850 32956 02307 10300 20210 39965 40062 333 59033 70200=
41850,2023,05,05,12,00,AAXX 05124 41850 32956 20000 10305 20180 39992 40018 82500 333 10330 56900 59049 70000=
41850,2023,05,05,18,00,AAXX 05184 41850 31930 00903 10240 20210 39939 40038 70500 333 59040 70000=
41850,2023,05,06,00,00,AAXX 06004 41850 31930 00000 10206 20200 39940 40040 70500 333 59031 70000=
41850,2023,05,06,06,00,AAXX 06064 41850 32957 00903 10317 20190 39948 40045 333 59017 70000=
41850,2023,05,06,18,00,AAXX 06184 41850 31930 02308 10248 20220 39928 40027 70500 333 59011 70000=
41850,2023,05,07,00,00,AAXX 07004 41850 31940 00000 10230 20200 39940 40040 70500 333 58000 70000=
41850,2023,05,07,12,00,AAXX 07124 41850 31950 01303 10312 20240 39916 40012 70500 333 10340 58007 70000=
41850,2023,05,07,18,00,AAXX 07184 41850 31930 00000 10242 20180 39937 40036 70500 333 58009 70000=
41850,2023,05,08,00,00,AAXX 08004 41850 31930 01803 10214 20190 39937 40037 70500 333 59003 70000=
41850,2023,05,08,06,00,AAXX 08064 41850 32958 00903 10330 20210 39944 40041 333 59010 70000=
41850,2023,05,08,12,00,AAXX 08124 41850 32957 00000 10320 20240 39918 40014 333 10353 58002 70000=
41850,2023,05,08,18,00,AAXX 08184 41850 31940 00000 10243 20190 39942 40042 70500 333 58005 70000=
41850,2023,05,09,00,00,AAXX 09004 41850 31950 00000 10235 20210 39945 40045 70500 333 58008 70000=
41850,2023,05,09,06,00,AAXX 09064 41850 32957 00902 10332 20200 39948 40044 333 58004 70000=
41850,2023,05,09,12,00,AAXX 09124 41850 32957 00000 10339 20170 39903 49998 333 10362 59015 70000=
41850,2023,05,09,18,00,AAXX 09184 41850 31950 00502 10251 20180 39918 40016 70500 333 59024 70000=
41850,2023,05,10,00,00,AAXX 10004 41850 31950 00000 10227 20180 39931 40030 70500 333 59014 70000=
41850,2023,05,10,06,00,AAXX 10064 41850 32958 01804 10347 20160 39943 40038 333 59005 70000=
41850,2023,05,10,12,00,AAXX 10124 41850 32957 00000 10347 20070 39910 40005 333 10390 59007 70000=
41850,2023,05,10,18,00,AAXX 10184 41850 31950 00000 10207 20160 39935 40035 70500 333 58017 70000=
41850,2023,05,11,00,00,AAXX 11004 41850 31950 00000 10207 20180 39975 40076 70500 333 58044 70000=
41850,2023,05,11,06,00,AAXX 11064 41850 32958 01805 10337 20190 39978 40074 333 58035 70000=
41850,2023,05,11,12,00,AAXX 11124 41850 32957 00000 10332 20190 39936 40032 333 10367 58026 70000=
41850,2023,05,11,18,00,AAXX 11184 41850 31950 00000 10241 20220 39955 40054 70500 333 58020 70000=
41851,2023,05,05,00,00,AAXX 05004 41851 31440 50000 10203 20190 30008 40072 70521 82530 333 56990 59016 70000 82618 84362=
41851,2023,05,05,06,00,AAXX 05064 41851 31445 60000 10306 20220 30009 40071 70521 83520 333 56990 59034 70000 83618 86458=
41851,2023,05,05,12,00,AAXX 05124 41851 32950 20000 10315 20190 39945 40006 82030 333 10325 56090 59055 70000 82362=
41851,2023,05,05,18,00,AAXX 05184 41851 32930 02101 10235 20220 39970 40033 333 59049 70000=
41851,2023,05,06,00,00,AAXX 06004 41851 32930 30000 10210 20200 39969 40033 83030 333 56090 59039 70000 83362=
41851,2023,05,06,06,00,AAXX 06064 41851 32950 22304 10345 20190 39967 40028 82030 333 56090 59042 70000 82362=
41851,2023,05,06,18,00,AAXX 06184 41851 32930 02301 10232 20190 39952 40015 333 59018 70000=
41851,2023,05,07,00,00,AAXX 07004 41851 32930 32301 10210 20190 39960 40024 83030 333 56090 59009 70000 83362=
41851,2023,05,07,12,00,AAXX 07124 41851 32450 30000 10335 20230 39951 40012 82530 333 10360 56990 58021 70000 82618=
41851,2023,05,07,18,00,AAXX 07184 41851 32450 20000 10232 20210 39979 40043 81530 333 56990 58027 70000 81618=
41851,2023,05,08,00,00,AAXX 08004 41851 32950 00000 10215 20200 39980 40044 333 58020 70000=
41851,2023,05,08,06,00,AAXX 08064 41851 32950 01302 10350 20220 39990 40051 333 58020 70000=
41851,2023,05,08,12,00,AAXX 08124 41851 32950 00000 10342 20190 39954 40015 333 10376 58003 70000=
41851,2023,05,08,18,00,AAXX 08184 41851 32950 00901 10265 20240 39975 40038 333 59004 70000=
41851,2023,05,09,00,00,AAXX 09004 41851 32950 00000 10231 20230 39986 40049 333 58006 70000=
41851,2023,05,09,06,00,AAXX 09064 41851 32950 00901 10344 20200 39990 40051 333 58000 70000=
41851,2023,05,09,12,00,AAXX 09124 41851 32950 02701 10348 20190 39944 40005 333 10370 59010 70000=
41851,2023,05,09,18,00,AAXX 09184 41851 32950 02701 10245 20220 39968 40031 333 59007 70000=
41851,2023,05,10,00,00,AAXX 10004 41851 31445 32701 10225 20220 39983 40046 70510 81530 333 56990 59003 70000 81618 83362=
41851,2023,05,10,06,00,AAXX 10064 41851 32950 02101 10372 20130 39985 40045 333 59005 70000=
41851,2023,05,10,12,00,AAXX 10124 41851 32950 02701 10351 20100 39948 40009 333 10392 58004 70000=
41851,2023,05,10,18,00,AAXX 10184 41851 32950 03201 10228 20170 39993 40056 333 58025 70000=
41851,2023,05,11,00,00,AAXX 11004 41851 31940 03201 10215 20210 30025 40089 70500 333 58042 70000=
41851,2023,05,11,06,00,AAXX 11064 41851 32950 01802 10350 20190 30020 40081 333 58035 70000=
41851,2023,05,11,12,00,AAXX 11124 41851 NIL=
41851,2023,05,11,18,00,AAXX 11184 41851 32950 00000 10240 20210 30012 40075 333 58019 70000=
41856,2023,05,05,00,00,AAXX 05004 41856 32430 81303 10237 20230 30034 40070 8562/ 333 56699 59026 70070 83710 85615 88458=
41856,2023,05,05,06,00,AAXX 05064 41856 32450 52202 10310 20220 30037 40072 83430 333 56990 59031 70070 82618 85362=
41856,2023,05,05,12,00,AAXX 05124 41856 32950 02202 10305 20210 39990 40025 333 10328 59033 70000=
