ESTACION,ANO,MES,DIA,HORA,MINUTO,PARTE
41850,2024,09,13,00,00,AAXX 13004 41850 31940 00902 10270 20260 39913 40010 70500 333 59013 70000=
41850,2024,09,13,06,00,AAXX 13064 41850 32957 01303 10360 20250 39917 40011 333 59016 70000=
41850,2024,09,13,12,00,AAXX 13124 41850 32856 30000 10345 20270 39878 49973 84030 333 10379 56090 59024 70000 84362=
41850,2024,09,13,18,00,AAXX 13184 41850 31430 80000 10288 20270 39903 40000 70522 8252/ 333 56999 59024 70000 82618 88458=
41850,2024,09,14,00,00,AAXX 14004 41850 11440 80902 10268 20260 39898 49995 60016 70562 8252/ 333 56999 59015 70010 81618 88458=
41850,2024,09,14,06,00,AAXX 14064 41850 11350 80000 10275 20260 39926 40023 60053 76166 8472/ 333 56999 58009 70060 82707 82615 88458=
41850,2024,09,14,12,00,AAXX 14124 41850 11440 60000 10295 20270 39894 49990 60216 70562 82530 333 10326 56990 58016 70270 82616 86360=
41850,2024,09,14,18,00,AAXX 14184 41850 NIL=
41850,2024,09,15,00,00,AAXX 15004 41850 11425 80000 10254 20240 39906 40005 60086 71062 8352/ 333 56299 58008 70340 83615 88458=
41850,2024,09,15,06,00,AAXX 15064 41850 11340 81903 10265 20260 39923 40021 60069 76162 8372/ 333 56299 59003 70350 81708 83614 88458=
41850,2024,09,15,12,00,AAXX 15124 41850 11440 71703 10294 20250 39904 40001 69906 70562 83510 333 10316 56990 58010 70140 83616 87458=
41850,2024,09,15,18,00,AAXX 15184 41850 31440 60000 10272 20240 39930 40028 70522 333 56999 58019 70140 82616 88458=
41850,2024,09,16,00,00,AAXX 16004 41850 31440 81603 10262 20230 39933 40031 70522 8352/ 333 56299 58027 70060 83615 88458=
41850,2024,09,16,06,00,AAXX 16064 41850 11430 80000 10274 20250 39961 40059 60014 76162 8352/ 333 56299 58038 70010 83614 88458=
41850,2024,09,16,12,00,AAXX 16124 41850 11450 80000 10284 20250 39944 40041 69936 70562 8352/ 333 10301 56999 58044 70013 83617 88458=
41850,2024,09,16,18,00,AAXX 16184 41850 31440 80000 10264 20250 39957 40055 70522 8352/ 333 56999 58027 70013 83617 88458=
41850,2024,09,17,00,00,AAXX 17004 41850 31450 52702 10250 20240 39968 40066 70522 82520 333 56990 58035 70013 82618 85458=
41850,2024,09,17,06,00,AAXX 17064 41850 32456 50000 10315 20260 39978 40075 82510 333 56990 58017 70003 82618 85458=
41850,2024,09,17,12,00,AAXX 17124 41850 32450 40000 10302 20240 39939 40036 82530 333 10345 56990 59005 70000 82618 84362=
41850,2024,09,17,18,00,AAXX 17184 41850 31940 00000 10263 20250 39959 40057 70510 333 58002 70000=
41850,2024,09,18,00,00,AAXX 18004 41850 31920 00000 10247 20245 39956 40054 71000 333 59012 70000=
41850,2024,09,18,06,00,AAXX 18064 41850 32956 00000 10347 20230 39956 40051 333 59022 70000=
41850,2024,09,18,09,00,AAXX 18094 41850 NIL=
41850,2024,09,18,12,00,AAXX 18124 41850 31950 00000 10314 20270 39925 40021 70510 333 10358 59014 70000=
41850,2024,09,18,18,00,AAXX 18184 41850 NIL=
41850,2024,09,19,00,00,AAXX 19004 41850 31940 30000 10260 20250 39950 40048 70510 83030 333 56090 59006 70000 83362=
41850,2024,09,19,06,00,AAXX 19064 41850 32957 00000 10355 20240 39940 40035 333 59016 70000=
