ESTACION,ANO,MES,DIA,HORA,MINUTO,PARTE
41858,2022,05,20,00,00,AAXX 20004 41858 02420 80506 10232 20220 39995 40041 8592/ 333 59006 70250 84615 88458 81928==
41858,2022,05,20,06,00,AAXX 20064 41858 11445 80907 10268 20230 30000 40045 69926 70596 8452/ 333 59006 70252 84615 88458==
41858,2022,05,20,09,00,AAXX 20094 41858 01440 80808 10265 20230 39974 40019 70522 8352/ 333 58006 70252 83616 88460==
41858,2022,05,20,12,00,AAXX 20124 41858 01450 80605 10255 20230 39965 40010 70522 8452/ 333 10273 58010 70252 84616 88460==
41858,2022,05,20,15,00,AAXX 20154 41858 01435 80506 10250 20220 39973 40018 76122 8572/ 333 59024 70102 82710 84615 88460==
41858,2022,05,20,18,00,AAXX 20184 41858 21430 80807 10245 20230 39978 40023 71362 8532/ 333 59013 60005 70072 81710 84616 88460 81930==
41858,2022,05,20,21,00,AAXX 20214 41858 01420 80908 10220 20210 39977 40023 79596 8592/ 333 59012 70406 84615 88458 81928==
41858,2022,05,21,00,00,AAXX 21004 41858 21435 81205 10214 20200 39958 40004 71796 8592/ 333 59037 60479 70472 84615 88458 81928==
41858,2022,05,21,03,00,AAXX 21034 41858 01450 51806 10250 20220 39970 40015 70522 83540 333 20200 59039 70470 83615 85362==
41858,2022,05,21,06,00,AAXX 21064 41858 02556 50906 10290 20220 39969 40014 83540 333 59031 70470 83625 85459==
41858,2022,05,21,09,00,AAXX 21094 41858 01450 60905 10262 20230 39947 49992 72996 85320 333 59030 70522 84615 85458 81930==
41858,2022,05,21,12,00,AAXX 21124 41858 21450 70905 10264 20210 39936 49981 70596 84520 333 10292 59029 60058 70522 84615 86458==
41858,2022,05,21,15,00,AAXX 21154 41858 01445 80507 10250 20220 39959 40004 70522 8452/ 333 59014 70522 84616 88460==
41858,2022,05,21,21,00,AAXX 21214 41858 01435 80506 10248 20230 39943 49988 70522 8452/ 333 59034 70148 84615 88458==
41858,2022,05,22,00,00,AAXX 22004 41858 01440 80506 10250 20230 39946 49991 70522 8562/ 333 59012 70052 83708 84615 88458==
41858,2022,05,22,03,00,AAXX 22034 41858 01440 80605 10268 20240 39969 40014 70522 8452/ 333 20235 59001 70052 84616 88458==
41858,2022,05,22,06,00,AAXX 22064 41858 01450 60906 10305 20240 39956 40001 70522 85420 333 59013 70052 82616 83825 84458==
41858,2022,05,22,09,00,AAXX 22094 41858 01550 50910 10315 20250 39930 49974 70522 83140 333 59017 70000 83825 85362==
41858,2022,05,22,12,00,AAXX 22124 41858 01450 70905 10300 20250 39926 49970 70522 84520 333 10330 59010 70000 84618 87458==
41858,2022,05,22,15,00,AAXX 22154 41858 01/50 30305 10278 20250 39948 49993 70521 83030 333 59011 70000 83362==
41858,2022,05,22,21,00,AAXX 22214 41858 01430 60505 10264 20240 39945 49990 70522 83520 333 58002 70000 83615 86560==
41858,2022,05,23,00,00,AAXX 23004 41858 01420 60505 10266 20250 39948 49993 71022 83520 333 58002 70000 83615 85460==
41858,2022,05,23,03,00,AAXX 23034 41858 41430 60905 10282 20250 39964 40009 72996 83520 333 20254 59005 83616 86458==
41858,2022,05,23,06,00,AAXX 23064 41858 21440 60506 10304 20250 39968 40012 70596 84520 333 58012 60008 84616 86458==
41858,2022,05,23,09,00,AAXX 23094 41858 41/50 20908 10340 20250 39954 49998 70521 82030 333 58024 82362==
41858,2022,05,23,12,00,AAXX 23124 41858 41/50 30905 10320 20260 39951 49995 70521 83030 333 10342 58025 83362==
41858,2022,05,23,15,00,AAXX 23154 41858 41/50 30605 10285 20260 39973 40017 70520 83030 333 58025 83362==
41858,2022,05,23,18,00,AAXX 23184 41858 42/50 30605 10276 20250 39978 40017 83030 333 58025 83362==
41858,2022,05,23,21,00,AAXX 23214 41858 41940 00000 10265 20250 39981 40027 70500 333 58036==
41858,2022,05,24,00,00,AAXX 24004 41858 01940 00000 10255 20230 39986 40032 70500 333 58038 70000==
41858,2022,05,24,03,00,AAXX 24034 41858 01940 00905 10310 20240 30007 40053 70500 333 20240 58043 70000==
41858,2022,05,24,06,00,AAXX 24064 41858 01/56 23605 10345 20250 39997 40041 70500 82030 333 58029 70000 82362==
41858,2022,05,24,09,00,AAXX 24094 41858 01456 20904 10350 20210 39967 40011 70500 82500 333 58013 70000 82618==
41858,2022,05,24,12,00,AAXX 24124 41858 01450 30000 10320 20240 39963 40013 70500 82530 333 10354 58018 70000 82618==
41858,2022,05,24,15,00,AAXX 24154 41858 01950 02406 10292 20260 39990 40035 70500 333 58017 70000==
41858,2022,05,24,18,00,AAXX 24184 41858 01/50 32105 10280 20250 39998 40043 70511 83030 333 58020 70000 83362==
41858,2022,05,24,21,00,AAXX 24214 41858 01440 62305 10272 20250 39994 40039 70522 83520 333 58013 70000 83616 86458==
41858,2022,05,25,00,00,AAXX 25004 41858 01420 81204 10270 20250 30003 40048 71062 8452/ 333 58017 70040 84616 88458==
41858,2022,05,25,03,00,AAXX 25034 41858 01432 81507 10275 20250 30017 40063 70522 8452/ 333 20250 58010 70040 84616 88458==
41858,2022,05,25,06,00,AAXX 25064 41858 01445 61806 10290 20250 30000 40045 70522 84520 333 58003 70040 84615 85458==
41858,2022,05,25,09,00,AAXX 25094 41858 01956 01507 10334 20240 39971 40015 70500 333 58004 70040==
41858,2022,05,25,12,00,AAXX 25124 41858 01450 40000 10320 20250 39962 40012 70500 82430 333 10342 59002 70040 82616 84362==
41858,2022,05,25,15,00,AAXX 25154 41858 01435 82705 10265 20250 30002 40047 72192 8342/ 333 58012 70040 83616 88460==
41858,2022,05,25,18,00,AAXX 25184 41858 21430 80000 10250 20230 30006 40051 70595 8342/ 333 58008 60005 70040 83616 88460==
41858,2022,05,26,00,00,AAXX 26004 41858 41420 52704 10258 20240 39998 40043 71022 83520 333 59005 83616 85458==
41858,2022,05,26,03,00,AAXX 26034 41858 41540 30605 10290 20240 30005 40050 70520 83100 333 20245 59012 83825==
41858,2022,05,26,06,00,AAXX 26064 41858 41550 32706 10325 20240 39996 40037 70520 83100 333 59004 83825==
41858,2022,05,26,09,00,AAXX 26094 41858 41450 52308 10350 20240 39967 40011 70522 85800 333 59004 83618 83825==
41858,2022,05,26,12,00,AAXX 26124 41858 41950 00000 10330 20240 39952 49997 70520 333 10352 59015==
41858,2022,05,26,15,00,AAXX 26154 41858 01940 00000 10290 20240 39972 40017 70500 333 59030 70000==
41858,2022,05,26,18,00,AAXX 26184 41858 01940 00000 10280 20240 39978 40023 70500 333 59028 70000==
41858,2022,05,26,21,00,AAXX 26214 41858 01430 60000 10274 20250 39963 40008 70520 84520 333 59040 70000 84615 85458==
41859,2022,05,20,00,00,AAXX 20004 41859 01335 81302 10227 20220 30016 40054 72162 8562/ 333 58005 70040 84708 85616 88456==
41859,2022,05,20,06,00,AAXX 20064 41859 11450 80000 10254 20220 30014 40051 69926 70262 8562/ 333 59004 70314 83710 85618 88458==
41859,2022,05,20,09,00,AAXX 20094 41859 01450 80902 10264 20230 39987 40024 70262 8562/ 333 58001 70324 82710 84618 88458==
41859,2022,05,20,12,00,AAXX 20124 41859 11450 80502 10258 20230 39974 40011 60016 70262 8562/ 333 10265 58007 70324 83710 84618 88458==
41859,2022,05,20,15,00,AAXX 20154 41859 02430 80000 10241 20220 39984 40021 8562/ 333 59041 70094 83710 84618 88458==
41859,2022,05,20,18,00,AAXX 20184 41859 02430 80502 10244 20220 39982 40019 8562/ 333 59022 70048 83710 84618 88458==
41859,2022,05,20,21,00,AAXX 20214 41859 01330 80505 10220 20210 39961 49998 79596 8692/ 333 59039 70218 84708 85614 88456 82929==
41859,2022,05,21,00,00,AAXX 21004 41859 21335 80505 10216 20210 39948 49985 79596 8692/ 333 59068 60449 70452 84708 85614 88456 82929==
41859,2022,05,21,03,00,AAXX 21034 41859 01450 80502 10236 20220 39982 40019 70296 8562/ 333 20205 59048 70463 83710 85616 88458==
41859,2022,05,21,06,00,AAXX 21064 41859 01450 80502 10278 20220 39978 40015 70296 8562/ 333 59036 70010 83710 84617 88458==
41859,2022,05,21,09,00,AAXX 21094 41859 01350 82102 10254 20220 39956 49993 79596 8592/ 333 59031 70457 83708 84614 88456==
41859,2022,05,21,12,00,AAXX 21124 41859 11450 52102 10260 20220 39945 49982 69946 70196 82530 333 10281 59029 70457 82618 85362==
41859,2022,05,21,18,00,AAXX 21184 41859 02430 80000 10248 20240 39962 49999 8562/ 333 59020 70457 83710 84618 88582==
41859,2022,05,21,21,00,AAXX 21214 41859 02430 80504 10244 20230 39954 49991 8562/ 333 59007 70287 83710 84618 88458==
41859,2022,05,22,00,00,AAXX 22004 41859 02450 80504 10246 20230 39955 49992 8562/ 333 58007 70017 83710 84618 88458==
41859,2022,05,22,03,00,AAXX 22034 41859 NIL=
41859,2022,05,22,06,00,AAXX 22064 41859 02450 80000 10298 20230 39964 40000 8562/ 333 59014 70004 83710 84618 88458==
41859,2022,05,22,09,00,AAXX 22094 41859 02450 80502 10308 20230 39937 49973 8561/ 333 59019 70000 82710 84618 88458==
41859,2022,05,22,12,00,AAXX 22124 41859 02440 80000 10298 20250 39932 49968 8562/ 333 10310 59013 70000 84618 88458 83910==
41859,2022,05,22,15,00,AAXX 22154 41859 02430 80000 10280 20260 39956 49993 8562/ 333 59014 70000 82710 84618 88458==
41859,2022,05,22,18,00,AAXX 22184 41859 02430 80000 10275 20260 39964 40001 8562/ 333 58002 70000 83710 85618 88458==
41859,2022,05,22,21,00,AAXX 22214 41859 02430 60502 10266 20260 39950 49987 83530 333 59004 70000 83618 86362==
41859,2022,05,23,00,00,AAXX 23004 41859 02440 80502 10265 20260 39957 49994 8562/ 333 58002 70000 82710 84618 88458==
41859,2022,05,23,03,00,AAXX 23034 41859 02450 80000 10294 20240 39975 40011 8562/ 333 20253 59005 70000 82710 84618 88458==
41859,2022,05,23,06,00,AAXX 23064 41859 02450 80000 10316 20230 39978 40014 8562/ 333 58014 70000 82710 84618 88458==
41859,2022,05,23,09,00,AAXX 23094 41859 02450 40902 10329 20210 39958 49994 83520 333 58021 70000 82618 84458==
41859,2022,05,23,12,00,AAXX 23124 41859 02/50 30000 10323 20220 39955 49991 83030 333 10330 58023 70000 83362==
41859,2022,05,23,18,00,AAXX 23184 41859 02430 70000 10276 20260 39991 40028 85610 333 58027 70000 82710 83618 87458==
41859,2022,05,23,21,00,AAXX 23214 41859 02430 70000 10264 20240 39983 40020 85610 333 58033 70000 82710 84618 87458==
41859,2022,05,24,00,00,AAXX 24004 41859 02935 00000 10254 20240 39995 40032 333 58038 70000==
41859,2022,05,24,03,00,AAXX 24034 41859 NIL=
41859,2022,05,24,09,00,AAXX 24094 41859 02450 30000 10346 20250 39972 40015 83400 333 58021 70000 82618==
41859,2022,05,24,12,00,AAXX 24124 41859 02450 40000 10340 20240 39976 40012 82510 333 10355 58021 70000 82618 84458==
41859,2022,05,24,15,00,AAXX 24154 41859 02430 20000 10300 20270 39996 40033 82500 333 58015 70000 82618==
41859,2022,05,24,18,00,AAXX 24184 41859 02430 20000 10284 20260 30008 40045 82500 333 58017 70000 82618==
41859,2022,05,24,21,00,AAXX 24214 41859 02430 20000 10275 20260 30004 40041 82500 333 58021 70000 82618==
41859,2022,05,25,00,00,AAXX 25004 41859 02440 20000 10272 20250 39996 40033 82500 333 58001 70000 82618==
41859,2022,05,25,03,00,AAXX 25034 41859 NIL=
41859,2022,05,25,06,00,AAXX 25064 41859 21450 80000 10296 20240 30007 40044 70262 8562/ 333 59001 60008 83710 84618 88458==
41859,2022,05,25,09,00,AAXX 25094 41859 333 58005 82362==
41859,2022,05,25,12,00,AAXX 25124 41859 42450 51802 10324 20230 39981 40017 82530 333 10342 58005 82618 85362==
41859,2022,05,25,15,00,AAXX 25154 41859 42430 80000 10293 20250 30011 40048 8562/ 333 58015 82710 84618 88458==
41859,2022,05,25,18,00,AAXX 25184 41859 42430 81302 10262 20240 30008 40045 8562/ 333 58000 82710 84618 88458==
41859,2022,05,25,21,00,AAXX 25214 41859 42430 81302 10258 20250 39998 40035 8562/ 333 59006 82710 84618 88458==
41859,2022,05,26,00,00,AAXX 26004 41859 42435 81302 10254 20240 39996 40033 8562/ 333 58000 82710 84618 88458==
41859,2022,05,26,03,00,AAXX 26034 41859 02450 80000 10286 20240 30015 40052 8562/ 333 20248 59014 70000 82710 84618 88458==
41859,2022,05,26,06,00,AAXX 26064 41859 02450 60000 10309 20230 30004 40041 82620 333 59025 70000 82710 82618 86458==
41859,2022,05,26,09,00,AAXX 26094 41859 02450 52702 10338 20230 39976 40012 84470 333 59008 70000 82618 83825 85458==
41859,2022,05,26,12,00,AAXX 26124 41859 02440 42702 10327 20250 39961 49997 83470 333 10341 59020 70000 82618 84362==
41859,2022,05,26,15,00,AAXX 26154 41859 02430 40000 10295 20270 39982 40019 82530 333 59029 70000 82618 84362==
41859,2022,05,26,18,00,AAXX 26184 41859 02430 80000 10290 20260 39982 40019 8562/ 333 59026 70000 82710 84618 88458==
41859,2022,05,26,21,00,AAXX 26214 41859 02430 80000 10271 20250 39980 40017 8562/ 333 59018 70000 82710 84618 88458==
41863,2022,05,20,00,00,AAXX 20004 41863 01340 80904 10226 20220 39986 40029 79596 8692/ 333 59011 70060 83707 85615 88456 82925==
41863,2022,05,20,03,00,AAXX 20034 41863 02450 80903 10253 20220 30004 40047 8552/ 333 20212 58001 70418 85618 88458==
41863,2022,05,20,06,00,AAXX 20064 41863 02456 81303 10265 20230 39999 40042 8552/ 333 58000 70418 85618 88458==
41863,2022,05,20,09,00,AAXX 20094 41863 02456 80903 10270 20230 39973 40015 8552/ 333 58008 70418 85618 88458==
41863,2022,05,20,12,00,AAXX 20124 41863 02456 80502 10260 20230 39962 40004 8552/ 333 10275 58007 70418 85618 88458==
