ESTACION,ANO,MES,DIA,HORA,MINUTO,PARTE
41850,2022,12,30,00,00,AAXX 30004 41850 31904 00000 10092 20090 30078 40184 74644 333 58012 70000=
41850,2022,12,30,06,00,AAXX 30064 41850 31950 00000 10225 20120 30093 40194 70540 333 58005 70000=
41850,2022,12,30,12,00,AAXX 30124 41850 31940 00000 10166 20140 30064 40167 70500 333 10250 58002 70000=
41850,2022,12,30,18,00,AAXX 30184 41850 31920 00000 10121 20120 30073 40177 71000 333 59013 70000=
41850,2022,12,31,00,00,AAXX 31004 41850 31903 00000 10093 20090 30064 40170 74644 333 59014 70000=
41850,2022,12,31,06,00,AAXX 31064 41850 31950 00803 10226 20120 30082 40183 70540 333 59011 70000=
41850,2022,12,31,12,00,AAXX 31124 41850 31940 00000 10180 20140 30056 40158 333 10251 59008 70000=
41850,2023,01,01,00,00,AAXX 01004 41850 31902 00000 10110 20110 30080 40185 74644 333 58016 70000=
41850,2023,01,01,06,00,AAXX 01064 41850 31940 00603 10210 20130 30103 40205 70540 333 58021 70000=
41850,2023,01,01,12,00,AAXX 01124 41850 31940 00000 10176 20160 30075 40178 70500 333 10235 58019 70000=
41850,2023,01,01,18,00,AAXX 01184 41850 31920 00000 10124 20120 30088 40193 71000 333 58008 70000=
41850,2023,01,02,00,00,AAXX 02004 41850 31905 00000 10098 20098 30081 40187 74444 333 58001 70000=
41850,2023,01,02,06,00,AAXX 02064 41850 31950 02203 10222 20080 30102 40203 70540 333 59001 70000=
41850,2023,01,02,12,00,AAXX 02124 41850 31440 20000 10176 20140 30081 40184 70511 82500 333 10250 56900 58006 70000 82616=
41850,2023,01,02,18,00,AAXX 02184 41850 31920 00000 10140 20120 30098 40203 71000 333 58010 70000=
41850,2023,01,03,00,00,AAXX 03004 41850 31912 00000 10128 20125 30096 40201 71000 333 58015 70000=
41850,2023,01,03,06,00,AAXX 03064 41850 31940 00000 10190 20120 30107 40209 70540 333 58005 70000=
41850,2023,01,03,12,00,AAXX 03124 41850 31940 00000 10170 20130 30073 40176 70500 333 10218 59008 70000=
41850,2023,01,03,18,00,AAXX 03184 41850 31940 02103 10128 20125 30091 40196 70500 333 59015 70000=
41850,2023,01,04,00,00,AAXX 04004 41850 31905 02102 10118 20115 30093 40198 74640 333 59003 70000=
41850,2023,01,04,06,00,AAXX 04064 41850 31950 02402 10192 20110 30104 40207 70540 333 59003 70000=
41850,2023,01,04,12,00,AAXX 04124 41850 31940 00000 10178 20130 30071 40174 70500 333 10220 59002 70000=
41850,2023,01,04,18,00,AAXX 04184 41850 31935 02102 10128 20120 30087 40192 70500 333 59002 70000=
41850,2023,01,05,00,00,AAXX 05004 41850 31901 00000 10105 20105 30092 40197 74640 333 59001 70000=
41850,2023,01,05,06,00,AAXX 05064 41850 31940 02102 10164 20100 30117 40221 70540 333 58013 70000=
41850,2023,01,05,12,00,AAXX 05124 41850 31940 00000 10180 20120 30087 40190 70500 333 10220 58016 70000=
41850,2023,01,05,18,00,AAXX 05184 41850 31940 02102 10130 20110 30095 40200 70500 333 58005 70000=
41851,2022,12,30,00,00,AAXX 30004 41851 31910 00000 10107 20107 30119 40186 71000 333 58005 70000=
41851,2022,12,30,06,00,AAXX 30064 41851 31940 00902 10217 20120 30125 40190 70500 333 58002 70000=
41851,2022,12,30,12,00,AAXX 30124 41851 31940 00000 10177 20150 30099 40164 70500 333 10240 58004 70000=
41851,2022,12,30,18,00,AAXX 30184 41851 31920 00000 10126 20120 30107 40174 71000 333 59021 70000=
41851,2022,12,31,00,00,AAXX 31004 41851 31910 00000 10098 20090 30108 40175 71000 333 59011 70000=
41851,2022,12,31,06,00,AAXX 31064 41851 31920 00000 10155 20150 30127 40193 71000 333 58002 70000=
41851,2022,12,31,12,00,AAXX 31124 41851 31930 00000 10168 20160 30095 40161 70500 333 10214 59004 70000=
41851,2023,01,01,00,00,AAXX 01004 41851 31/01 90000 10119 20119 30126 40193 74544 89/// 333 56999 58018 70000=
41851,2023,01,01,06,00,AAXX 01064 41851 31925 00000 10178 20150 30144 40210 71044 333 58017 70000=
41851,2023,01,01,12,00,AAXX 01124 41851 31925 00000 10178 20160 30112 40177 71000 333 10233 58017 70000=
41851,2023,01,01,18,00,AAXX 01184 41851 31930 00000 10130 20130 30129 40196 70500 333 58006 70000=
41851,2023,01,02,00,00,AAXX 02004 41851 31915 00000 10104 20100 30120 40187 71000 333 59006 70000=
41851,2023,01,02,06,00,AAXX 02064 41851 31940 00000 10220 20130 30142 40207 70500 333 59002 70000=
41851,2023,01,02,12,00,AAXX 02124 41851 31935 00000 10185 20160 30115 40180 70500 333 10245 58003 70000=
41851,2023,01,02,18,00,AAXX 02184 41851 31/09 93301 10146 20146 30140 40206 74300 89/// 333 56999 58011 70000=
41851,2023,01,03,00,00,AAXX 03004 41851 31/08 93601 10135 20135 30135 40202 74344 89/// 333 56999 58015 70000=
41851,2023,01,03,06,00,AAXX 03064 41851 31930 03201 10175 20130 30152 40218 70540 333 58010 70000=
41851,2023,01,03,12,00,AAXX 03124 41851 31930 03201 10180 20140 30108 40173 70500 333 10220 59007 70000=
41851,2023,01,03,18,00,AAXX 03184 41851 31330 83603 10132 20120 30129 40196 70520 89/// 333 56699 59011 70000 81709 83617 88457=
41851,2023,01,04,00,00,AAXX 04004 41851 31/04 93602 10122 20120 30134 40201 74342 89/// 333 56999 59001 70000=
41851,2023,01,04,06,00,AAXX 04064 41851 31930 02703 10180 20130 30146 40212 70540 333 59006 70000=
41851,2023,01,04,12,00,AAXX 04124 41851 31935 00000 10175 20140 30108 40173 70500 333 10220 58000 70000=
41851,2023,01,04,18,00,AAXX 04184 41851 31940 02702 10125 20120 30130 40197 70500 333 58001 70000=
41851,2023,01,05,00,00,AAXX 05004 41851 31/05 92701 10107 20107 30136 40203 74340 89/// 333 56999 58002 70000=
41851,2023,01,05,06,00,AAXX 05064 41851 31930 02703 10145 20120 30160 40226 70544 333 58014 70000=
41851,2023,01,05,12,00,AAXX 05124 41851 31940 00000 10172 20130 30121 40187 70500 333 10217 58013 70000=
41851,2023,01,05,18,00,AAXX 05184 41851 31935 02602 10129 20120 30132 40199 70500 333 58002 70000=
41856,2022,12,30,00,00,AAXX 30004 41856 31912 00000 10104 20104 30144 40182 71000 333 58008 70000=
41856,2022,12,30,06,00,AAXX 30064 41856 32940 00702 10214 20120 30155 40192 333 58010 70000=
41856,2022,12,30,12,00,AAXX 30124 41856 31930 02001 10178 20160 30130 40167 70500 333 10245 58001 70000=
41856,2022,12,31,00,00,AAXX 31004 41856 31/06 92501 10120 20120 30138 40175 74744 89/// 333 59006 70000=
41856,2022,12,31,06,00,AAXX 31064 41856 31930 01001 10187 20150 30156 40193 71044 333 58001 70000=
