ESTACION,ANO,MES,DIA,HORA,MINUTO,PARTE
41858,2021,08,20,00,00,AAXX 20004 41858 01440 60000 10274 20270 30016 40061 70522 83520 333 58028 70054 83616 86458==
41858,2021,08,20,03,00,AAXX 20034 41858 01450 70000 10290 20260 30028 40073 70522 84420 333 20262 58023 70054 83615 86458==
41858,2021,08,20,06,00,AAXX 20064 41858 01450 62105 10320 20250 30025 40070 70522 84820 333 58021 70054 83615 85460==
41858,2021,08,20,09,00,AAXX 20094 41858 01450 42106 10330 20250 30008 40052 70522 83800 333 58026 70000 82615 83825==
41858,2021,08,20,12,00,AAXX 20124 41858 02456 62105 10290 20250 30006 40057 83820 333 10330 58035 70000 83615 83825 86459==
41858,2021,08,20,15,00,AAXX 20154 41858 01450 60000 10285 20270 30041 40086 70522 83520 333 58035 70000 83616 86458==
41858,2021,08,20,18,00,AAXX 20184 41858 01440 80000 10280 20260 30046 40091 70522 8452/ 333 58030 70000 84616 88458==
41858,2021,08,20,21,00,AAXX 20214 41858 01440 70000 10274 20250 30042 40087 70522 84520 333 58029 70000 84615 87458==
41858,2021,08,21,00,00,AAXX 21004 41858 01450 60000 10274 20250 30038 40083 70522 83520 333 58022 70000 83615 86459==
41858,2021,08,21,03,00,AAXX 21034 41858 01450 60000 10295 20260 30055 40100 70522 83820 333 20268 58027 70000 83615 83825 86459==
41858,2021,08,21,06,00,AAXX 21064 41858 01550 40000 10330 20260 30047 40093 70522 83240 333 58024 70000 83825 83362==
41858,2021,08,21,09,00,AAXX 21094 41858 02457 52105 10326 20250 30017 40061 85800 333 58009 70000 83618 83825==
41858,2021,08,21,12,00,AAXX 21124 41858 02556 52105 10304 20240 30012 40057 82130 333 10328 58006 70000 82825 85362==
41858,2021,08,21,15,00,AAXX 21154 41858 02/56 40000 10285 20270 30030 40075 84030 333 59011 70000 84362==
41858,2021,08,21,18,00,AAXX 21184 41858 01/50 30000 10285 20260 30034 40079 70511 83030 333 59012 70000 83362==
41858,2021,08,21,21,00,AAXX 21214 41858 01450 60000 10274 20250 30022 40067 70522 84520 333 59020 70000 84615 85458==
41858,2021,08,22,00,00,AAXX 22004 41858 01450 50000 10275 20260 30018 40063 70522 83520 333 59020 70000 83615 84460==
41858,2021,08,22,03,00,AAXX 22034 41858 01450 62105 10300 20260 30032 40077 70522 83520 333 20266 59023 70000 83615 86459==
41858,2021,08,22,06,00,AAXX 22064 41858 01450 43605 10325 20270 30019 40063 70522 82800 333 59030 70000 82615 83825==
41858,2021,08,22,09,00,AAXX 22094 41858 01450 83610 10343 20260 39993 40037 70522 8462/ 333 59024 70000 82710 84615 88460==
41858,2021,08,22,12,00,AAXX 22124 41858 21450 60000 10305 20270 39979 40023 70562 83520 333 10343 59033 60067 70060 83616 85460==
41858,2021,08,22,15,00,AAXX 22154 41858 01440 60000 10283 20250 39999 40044 70522 84460 333 59031 70060 84616 86460==
41858,2021,08,22,18,00,AAXX 22184 41858 21430 80000 10278 20270 39996 40041 71396 8532/ 333 59038 60057 70105 82710 84615 88460 81930==
41858,2021,08,22,21,00,AAXX 22214 41858 01440 80000 10274 20250 39982 40027 70522 8452/ 333 59040 70105 84615 88458==
41858,2021,08,23,00,00,AAXX 23004 41858 01450 52105 10272 20250 39984 40029 70522 83520 333 59034 70105 83616 84460==
41858,2021,08,23,03,00,AAXX 23034 41858 01450 42104 10290 20260 30003 40047 70522 82530 333 20265 59029 70105 82615 83362==
41858,2021,08,23,06,00,AAXX 23064 41858 01450 82104 10308 20260 30007 40051 70522 8452/ 333 59012 70105 84615 88458==
41858,2021,08,23,09,00,AAXX 23094 41858 01440 80000 10325 20280 39974 40018 70522 8452/ 333 59019 70105 84616 88458==
41858,2021,08,23,12,00,AAXX 23124 41858 21430 80000 10270 20250 39972 40017 79596 8692/ 333 10325 59007 60187 70225 84615 88458 81925==
41858,2021,08,23,15,00,AAXX 23154 41858 01435 80000 10268 20260 39996 40041 76166 8452/ 333 59003 70247 84615 88458==
41858,2021,08,23,18,00,AAXX 23184 41858 01430 80000 10262 20250 30000 40046 70562 8552/ 333 58004 70212 85614 88458==
41858,2021,08,23,21,00,AAXX 23214 41858 01420 80000 10266 20260 39992 40037 71022 8552/ 333 58010 70212 85614 88458==
41858,2021,08,24,00,00,AAXX 24004 41858 01315 80000 10270 20260 39987 40032 71022 8662/ 333 58003 70212 84708 85614 88458==
41858,2021,08,24,03,00,AAXX 24034 41858 01425 81804 10295 20270 39999 40044 71022 8452/ 333 20260 59004 70212 84615 88458==
41858,2021,08,24,06,00,AAXX 24064 41858 01450 62105 10315 20270 39994 40038 70522 83520 333 59013 70212 83615 85458==
41858,2021,08,24,09,00,AAXX 24094 41858 01456 71805 10332 20270 39962 40006 70522 83520 333 59012 70212 83616 87458==
41858,2021,08,24,12,00,AAXX 24124 41858 01450 80000 10295 20260 39955 49999 70562 8452/ 333 10333 59017 70010 84616 88458==
41858,2021,08,24,15,00,AAXX 24154 41858 01440 81805 10290 20270 39981 40026 70522 8452/ 333 59015 70020 84616 88458==
41858,2021,08,24,18,00,AAXX 24184 41858 01440 80000 10280 20260 39976 40021 70522 8452/ 333 59024 70010 84616 88458==
41858,2021,08,24,21,00,AAXX 24214 41858 01435 80000 10278 20260 39966 40011 70522 8452/ 333 59026 70010 84616 88458==
41858,2021,08,25,00,00,AAXX 25004 41858 01430 80000 10280 20270 39961 40006 70522 8452/ 333 59026 70010 84616 88458==
41858,2021,08,25,03,00,AAXX 25034 41858 01440 81804 10296 20280 39972 40016 70522 8452/ 333 20270 59027 70010 84615 88458==
41858,2021,08,25,06,00,AAXX 25064 41858 01450 61805 10330 20270 39966 40010 70522 83520 333 59028 70010 83615 86458==
41858,2021,08,25,09,00,AAXX 25094 41858 01425 82708 10294 20270 39938 49982 76162 8532/ 333 59024 70032 84615 88458 81930==
41858,2021,08,25,12,00,AAXX 25124 41858 21430 80000 10290 20270 39931 49975 71762 8532/ 333 10330 59024 60057 70047 84615 88458 82930==
41858,2021,08,25,15,00,AAXX 25154 41858 01/50 30000 10282 20260 39954 49998 70521 83030 333 59027 70047 83362==
41858,2021,08,25,18,00,AAXX 25184 41858 01440 40000 10280 20260 39962 40006 70522 83520 333 59014 70047 83616 84458==
41858,2021,08,26,00,00,AAXX 26004 41858 01430 80000 10278 20270 39948 49992 70522 8452/ 333 59013 70047 84616 88458==
41858,2021,08,26,03,00,AAXX 26034 41858 01420 80000 10280 20270 39962 40006 76162 8452/ 333 20264 59010 70061 84616 88458==
41858,2021,08,26,06,00,AAXX 26064 41858 21418 80000 10290 20280 39967 40011 76162 8452/ 333 58001 60029 70069 84616 88458==
41858,2021,08,26,09,00,AAXX 26094 41858 01413 80000 10270 20270 39950 49995 79596 8532/ 333 58012 70401 82710 84614 88460 81925==
41858,2021,08,26,12,00,AAXX 26124 41858 21420 80000 10270 20260 39956 40001 76196 8572/ 333 10295 58025 60359 70417 82710 84615 88460==
41858,2021,08,26,18,00,AAXX 26184 41858 21420 80000 10263 20250 39978 40024 76166 8472/ 333 58016 60049 70408 82710 84615 88460==
41858,2021,08,26,21,00,AAXX 26214 41858 01320 80000 10262 20250 39977 40022 76166 8672/ 333 58020 70438 84708 84614 88458==
41859,2021,08,20,00,00,AAXX 20004 41859 01340 80000 10271 20260 30022 40059 70262 8562/ 333 58029 70080 83709 84616 88456==
41859,2021,08,20,03,00,AAXX 20034 41859 01440 81302 10282 20260 30041 40078 70262 8562/ 333 20265 58023 70180 83710 84618 88458==
41859,2021,08,20,06,00,AAXX 20064 41859 11450 81302 10307 20260 30040 40077 60016 70262 8561/ 333 58017 70146 82710 83618 88458==
41859,2021,08,20,09,00,AAXX 20094 41859 02450 81302 10314 20250 30020 40056 8461/ 333 58036 70092 82710 83618 88458==
41859,2021,08,20,12,00,AAXX 20124 41859 02450 52302 10308 20260 30015 40051 82530 333 10328 58036 70092 82618 85362==
41859,2021,08,20,15,00,AAXX 20154 41859 02430 50000 10290 20250 30031 40068 82530 333 58012 70092 82618 85362==
41859,2021,08,20,18,00,AAXX 20184 41859 02430 80000 10277 20260 30052 40090 8562/ 333 58028 70092 82710 84618 88458==
41859,2021,08,20,21,00,AAXX 20214 41859 02430 80000 10272 20260 30045 40083 8562/ 333 58022 70092 82710 84618 88458==
41859,2021,08,21,00,00,AAXX 21004 41859 02440 80000 10270 20260 30040 40078 8562/ 333 58018 70012 82710 84618 88458==
41859,2021,08,21,03,00,AAXX 21034 41859 02450 82302 10290 20260 30062 40099 8562/ 333 20263 58021 70000 83710 84618 88458==
41859,2021,08,21,06,00,AAXX 21064 41859 02450 82702 10318 20260 30055 40091 8562/ 333 58015 70000 82710 84618 88458==
41859,2021,08,21,09,00,AAXX 21094 41859 01340 81302 10272 20260 30034 40072 76122 8672/ 333 58014 70092 84708 85616 88456==
41859,2021,08,21,12,00,AAXX 21124 41859 21440 52302 10298 20260 30021 40058 70162 82530 333 10328 58006 60125 70116 82618 85362==
